6	360p	500	37.98
6	480p	50	8.95
6	480p	100	18.12
6	480p	150	20.05
6	480p	200	21.03
6	480p	250	21.74
6	480p	300	21.41
6	480p	350	22.43
6	480p	400	22.17
6	480p	450	22.57
6	480p	500	22.57
6	720p	50	4.48
6	720p	100	9.60
6	720p	150	10.23
6	720p	200	10.47
6	720p	250	10.94
6	720p	300	10.94
6	720p	350	11.38
6	720p	400	8.03
6	720p	450	11.07
6	720p	500	12.20
6	1080p	50	2.44
6	1080p	100	3.56
6	1080p	150	5.40
6	1080p	200	6.01
6	1080p	250	6.10
6	1080p	300	6.17
6	1080p	350	5.54
6	1080p	400	6.27
6	1080p	450	6.34
6	1080p	500	5.54
6	1440p	50	.60
6	1440p	100	.62
6	1440p	150	.67
6	1440p	200	.61
6	1440p	250	.64
6	1440p	300	.62
6	1440p	350	.67
6	1440p	400	.66
6	1440p	450	.65
6	1440p	500	.68
7	144p	50	61.66
7	144p	100	118.36
7	144p	150	121.71
7	144p	200	136.32
7	144p	250	125.58
7	144p	300	142.77
7	144p	350	138.95
7	144p	400	140.77
7	144p	450	141.02
7	144p	500	156.48
7	240p	50	29.17
7	240p	100	59.46
7	240p	150	66.33
7	240p	200	68.20
7	240p	250	70.11
7	240p	300	73.52
7	240p	350	75.15
7	240p	400	74.18
7	240p	450	76.97
7	240p	500	75.98
7	360p	50	15.86
7	360p	100	33.91
7	360p	150	36.35
7	360p	200	39.49
7	360p	250	38.98
7	360p	300	39.31
7	360p	350	40.79
7	360p	400	40.11
7	360p	450	41.68
7	360p	500	40.47
7	480p	50	17.55
7	480p	100	18.44
7	480p	150	20.23
7	480p	200	21.46
7	480p	250	21.46
7	480p	300	22.42
7	480p	350	22.48
7	480p	400	22.15
7	480p	450	22.87
7	480p	500	22.07
7	720p	50	4.42
7	720p	100	9.37
7	720p	150	10.03
7	720p	200	10.46
7	720p	250	11.08
7	720p	300	11.23
7	720p	350	11.35
7	720p	400	11.02
7	720p	450	11.47
7	720p	500	11.60
7	1080p	50	2.32
7	1080p	100	3.26
7	1080p	150	5.61
7	1080p	200	6.06
7	1080p	250	6.08
7	1080p	300	6.36
7	1080p	350	6.48
7	1080p	400	6.42
7	1080p	450	6.57
7	1080p	500	3.45
7	1440p	50	.52
7	1440p	100	.68
7	1440p	150	.69
7	1440p	200	.67
7	1440p	250	.67
7	1440p	300	.71
7	1440p	350	.72
7	1440p	400	.65
7	1440p	450	.72
7	1440p	500	.70
8	144p	50	51.60
8	144p	100	103.47
8	144p	150	123.84
8	144p	200	141.43
8	144p	250	131.51
8	144p	300	135.95
8	144p	350	145.52
8	144p	400	143.30
8	144p	450	145.52
8	144p	500	143.47
8	240p	50	25.46
8	240p	100	52.39
8	240p	150	60.91
8	240p	200	70.18
8	240p	250	73.26
8	240p	300	72.14
8	240p	350	67.62
8	240p	400	70.56
8	240p	450	73.25
8	240p	500	72.25
8	360p	50	14.77
8	360p	100	30.79
8	360p	150	37.52
8	360p	200	37.71
8	360p	250	39.19
8	360p	300	36.17
8	360p	350	36.30
8	360p	400	39.35
8	360p	450	37.67
8	360p	500	39.84
8	480p	50	7.87
8	480p	100	16.06
8	480p	150	19.63
8	480p	200	20.86
8	480p	250	21.49
8	480p	300	21.24
8	480p	350	21.76
8	480p	400	21.56
8	480p	450	20.81
8	480p	500	20.04
8	720p	50	4.25
8	720p	100	7.88
8	720p	150	10.46
8	720p	200	10.75
8	720p	250	10.71
8	720p	300	10.26
8	720p	350	11.01
8	720p	400	10.87
8	720p	450	10.90
8	720p	500	10.69
8	1080p	50	2.40
8	1080p	100	2.99
8	1080p	150	4.21
8	1080p	200	5.81
8	1080p	250	6.09
8	1080p	300	6.20
8	1080p	350	5.87
8	1080p	400	6.11
8	1080p	450	5.64
8	1080p	500	5.97
8	1440p	50	.61
8	1440p	100	.61
8	1440p	150	.63
8	1440p	200	.64
8	1440p	250	.66
8	1440p	300	.63
8	1440p	350	.63
8	1440p	400	.64
8	1440p	450	.64
8	1440p	500	.61
9	144p	50	53.67
9	144p	100	96.35
9	144p	150	127.92
9	144p	200	134.44
9	144p	250	135.32
9	144p	300	135.05
9	144p	350	142.19
9	144p	400	137.26
9	144p	450	144.88
9	144p	500	143.63
9	240p	50	25.38
9	240p	100	52.96
9	240p	150	66.86
9	240p	200	70.11
9	240p	250	73.58
9	240p	300	73.94
9	240p	350	74.90
9	240p	400	74.51
9	240p	450	74.63
9	240p	500	76.12
9	360p	50	14.21
9	360p	100	35.06
9	360p	150	36.20
9	360p	200	38.54
9	360p	250	37.99
9	360p	300	39.95
9	360p	350	40.04
9	360p	400	39.60
9	360p	450	39.58
9	360p	500	40.87
9	480p	50	8.00
9	480p	100	16.77
9	480p	150	20.70
9	480p	200	20.99
9	480p	250	21.68
9	480p	300	22.26
9	480p	350	21.66
9	480p	400	21.66
9	480p	450	22.38
9	480p	500	16.01
9	720p	50	4.08
9	720p	100	8.14
9	720p	150	10.49
9	720p	200	10.36
9	720p	250	10.89
9	720p	300	11.01
9	720p	350	11.34
9	720p	400	11.43
9	720p	450	11.07
9	720p	500	11.47
9	1080p	50	2.19
9	1080p	100	3.04
9	1080p	150	4.74
9	1080p	200	6.14
9	1080p	250	6.10
9	1080p	300	6.37
9	1080p	350	6.53
9	1080p	400	6.48
9	1080p	450	6.49
9	1080p	500	6.55
9	1440p	50	.55
9	1440p	100	.66
9	1440p	150	.67
9	1440p	200	.63
9	1440p	250	.67
9	1440p	300	.61
9	1440p	350	.66
9	1440p	400	.67
9	1440p	450	.65
9	1440p	500	.66
10	144p	50	97.04
10	144p	100	127.80
10	144p	150	129.76
10	144p	200	133.59
10	144p	250	144.49
10	144p	300	141.59
10	144p	350	136.75
10	144p	400	154.70
10	144p	450	155.98
10	144p	500	134.34
10	240p	50	26.69
10	240p	100	52.20
10	240p	150	69.22
10	240p	200	70.40
10	240p	250	74.34
10	240p	300	75.04
10	240p	350	74.82
10	240p	400	76.29
10	240p	450	75.88
10	240p	500	78.72
10	360p	50	13.94
10	360p	100	29.43
10	360p	150	38.16
10	360p	200	39.84
10	360p	250	40.62
10	360p	300	40.88
10	360p	350	41.76
10	360p	400	42.84
10	360p	450	42.86
10	360p	500	39.54
10	480p	50	8.08
10	480p	100	15.16
10	480p	150	21.36
10	480p	200	21.83
10	480p	250	22.33
10	480p	300	22.28
10	480p	350	22.89
10	480p	400	22.94
10	480p	450	23.43
10	480p	500	23.24
10	720p	50	4.02
10	720p	100	7.80
10	720p	150	10.51
10	720p	200	11.06
10	720p	250	11.17
10	720p	300	11.21
10	720p	350	11.49
10	720p	400	11.88
10	720p	450	11.58
10	720p	500	11.59
10	1080p	50	2.80
10	1080p	100	4.04
10	1080p	150	5.39
10	1080p	200	5.50
10	1080p	250	6.12
10	1080p	300	6.35
10	1080p	350	6.31
10	1080p	400	6.50
10	1080p	450	6.52
10	1080p	500	6.64
10	1440p	50	.54
10	1440p	100	.67
10	1440p	150	.63
10	1440p	200	.66
10	1440p	250	.66
10	1440p	300	.64
10	1440p	350	.67
10	1440p	400	.66
10	1440p	450	.65
10	1440p	500	.67
